0,6363971202
1,1470903371
2,8741416948
2,5336510221
3,9832504689
3,1349969709
4,7496372528
5,1364081984
5,3387353323
5,3056628644
6,6673301942
6,9289962475
6,1639486610
7,7211450488
7,4520428354
8,2315929322
8,6237179465
8,5655154876
9,7610946950
9,3226941127
9,1053334514
10,2819463584
11,7090638689
11,9795174482
12,3932939059
13,4708582577
14,1148155488
14,9462586141
15,7927081561
16,3692921651
16,7696085751
16,0218438978
17,7829683392
17,4022087746
17,4296500060
18,6731783951
18,2043345900
18,8261073644
19,0366150709
19,4467871079
19,1524897846
20,5368548528
20,4606183609
21,3199993649
21,1740482629
22,2173280188
22,4280505442
23,4556007723
23,3539379836
24,4893573655
24,8737418485
24,2011010475
25,3199713360
25,8403307158
26,8539335745
27,6650076385
27,4671738231
28,8829846498
29,8225644563
30,3835466777
31,5646317591
31,3596648698
32,5464685666
32,9492856676
32,1303592201
33,7701506622
34,1476900627
34,2003238269
34,6072803440
35,9238981119
35,2130734991
36,6434404972
37,1016368470
37,2146411593
38,3447399141
38,7809787977
39,6131943673
39,9147295982
40,9227901359
40,7306474034
41,8603551344
41,4665994222
42,8965128797
43,9101722089
44,5739762028
44,4649491502
44,4729321174
45,5817038920
46,1718645681
47,6193927370
48,1004926465
48,3645146799
49,0875072948
50,3413788442
50,2857628508
51,9809666874
51,7448867793
51,2877960809
52,5133266891
52,0061781194
53,8555039556
53,3835290677
54,8317183220
54,3510192859
54,0511940069
55,0621586525
56,7077609270
56,2260755743
56,0718690621
57,6375587691
57,7661878216
58,9517627803
58,3540298827
58,1550199024
59,9284425335
59,7756313287
59,7637131897
60,7385449947
61,8049086562
61,9752936650
61,8442411166
62,2347031657
62,5152350872
62,9306554991
63,7458782528
63,8856992837
63,2450212576
64,1345846233
65,9266627364
66,4512000533
66,4917218392
67,3898309778
67,4738853229
68,0506162129
69,5713882262
69,6211196574
70,1195096730
71,0694370417
71,8110628569
71,6098227551
72,9273142635
73,6063078555
73,7230208091
74,8889130655
74,3920121349
74,0542807955
75,0538563808
75,7075546184
76,3307510600
77,4010845931
77,7764613261
78,7366101614
78,9524977308
78,4703530533
79,3822611802
79,6952130915
79,2729844248
80,5531388047
80,9831424322
81,0343913319
81,5131273803
82,4765252079
82,7507982737
82,8405177802
83,1839595192
83,5038079968
83,0212427183
84,4540087388
84,9628097297
84,2805525880
85,8884271867
85,8471403059
85,0499055597
86,0934296095
87,0555177161
87,0081093400
87,8442598723
88,8447262623
89,2599421545
90,1752261582
91,7556154216
92,9366436058
93,3621325667
93,6084495916
93,5193508033
94,6159459677
95,2745934823
95,8172371203
95,9959157120
96,7979444888
97,0340418766
97,1093040692
98,5854095365
99,0969626558
100,5699544687
101,9234574073
101,6073726021
101,1675576049
102,3507807194
102,6024811672
102,6031417296
103,0960777954
104,2866093965
104,2732479561
105,0199541931
106,9716301775
107,6538233005
108,2707839777
109,6852564732
109,0539692201
109,6782916617
